Timestamp;predicted;temp;feels_like;pressure;humidity;wind_speed;wind_deg;rain;snow;clouds;dew_point;wind_gust;visibility;IsPublicHoliday;IsSchoolHoliday;IsHolidayPeriod;Quantity;datetime_from;sample;MAE
2021-09-29 00:00;9217.202148;13.21;12.44;1016;71;5.5;181;0;0;100;8.07;12.31;10000;0;0;0;7822;2021-09-28 23:00;1;1395.202148
2021-09-29 01:00;9094.063477;13.47;12.62;1015;67;5.84;183;0;0;100;7.47;13.03;10000;0;0;0;7767;2021-09-28 23:00;2;1327.063477
2021-09-29 02:00;9116.951172;13.96;13.11;1015;65;6.31;190;0;0;100;7.49;13.42;10000;0;0;0;7733;2021-09-28 23:00;3;1383.951172
2021-09-29 03:00;9191.460938;14.07;13.26;1014;66;6.68;210;0;0;100;7.82;12.05;10000;0;0;0;7960;2021-09-28 23:00;4;1231.460938
2021-09-29 04:00;9064.132813;12.44;11.85;1014;81;6.22;196;0.28;0;100;9.27;12.39;10000;0;0;0;8806;2021-09-28 23:00;5;258.1328125
2021-09-29 05:00;9030.265625;12.31;11.74;1013;82;6.7;192;0;0;100;9.33;13.32;10000;0;0;0;10045;2021-09-28 23:00;6;1014.734375
2021-09-29 06:00;9045.358398;11.8;11.39;1013;90;8.7;226;2.71;0;100;10.21;15.15;7999;0;0;0;10345;2021-09-28 23:00;7;1299.641602
2021-09-29 07:00;9142.176758;11.84;11.46;1014;91;4.63;200;0.51;0;20;10.42;0;10000;0;0;0;10676;2021-09-28 23:00;8;1533.823242
2021-09-29 08:00;9230.900391;12.04;11.65;1016;90;6.17;240;0.22;0;40;10.45;0;10000;0;0;0;10702;2021-09-28 23:00;9;1471.099609
2021-09-29 09:00;9230.069336;12.61;12.25;1017;89;5.66;240;0.25;0;20;10.85;0;10000;0;0;0;10576;2021-09-28 23:00;10;1345.930664
2021-09-29 10:00;9139.310547;14.02;13.57;1016;80;7.2;270;0.28;0;40;10.63;0;10000;0;0;0;10296;2021-09-28 23:00;11;1156.689453
2021-09-29 11:00;9190.833984;13.73;13.17;1017;77;8.36;275;0.17;0;60;9.77;11.7;10000;0;0;0;9966;2021-09-28 23:00;12;775.1660156
2021-09-29 12:00;8948.796875;14.58;13.92;1019;70;0.89;317;0;0;40;9.18;2.68;10000;0;0;0;9779;2021-09-28 23:00;13;830.203125
2021-09-29 13:00;9066.775391;14.58;13.82;1020;66;0.89;35;0.51;0;40;8.31;2.68;10000;0;0;0;10112;2021-09-28 23:00;14;1045.224609
2021-09-29 14:00;9154.131836;14.32;13.5;1021;65;0.45;290;0;0;40;7.84;2.24;10000;0;0;0;9711;2021-09-28 23:00;15;556.8681641
2021-09-29 15:00;9067.820313;14.54;13.75;1021;65;0.45;0;0.15;0;40;8.05;1.79;10000;0;0;0;9959;2021-09-28 23:00;16;891.1796875
2021-09-29 16:00;8995.722656;13.91;13.08;1022;66;0.45;338;0;0;40;7.67;1.79;10000;0;0;0;10394;2021-09-28 23:00;17;1398.277344
2021-09-29 17:00;9190.157227;11.93;11.19;1023;77;6.17;300;0.25;0;40;8.03;0;10000;0;0;0;10442;2021-09-28 23:00;18;1251.842773
2021-09-29 18:00;8945.226563;11.09;10.27;1024;77;6.17;260;0;0;20;7.22;0;10000;0;0;0;10769;2021-09-28 23:00;19;1823.773438
2021-09-29 19:00;9081.25293;10.68;9.87;1024;79;5.14;250;0;0;20;7.19;0;10000;0;0;0;9992;2021-09-28 23:00;20;910.7470703
2021-09-29 20:00;8991.02832;10.43;9.62;1025;80;4.63;250;0;0;20;7.13;0;10000;0;0;0;9582;2021-09-28 23:00;21;590.9716797
2021-09-29 21:00;8488.869141;10.19;9.38;1026;81;7.2;270;0;0;20;7.08;0;7000;0;0;0;9199;2021-09-28 23:00;22;710.1308594
2021-09-29 22:00;9027.323242;9.5;7.58;1026;84;3.6;230;0;0;20;6.93;0;10000;0;0;0;8626;2021-09-28 23:00;23;401.3232422
2021-09-29 23:00;9187.8125;9.28;7.06;1026;82;4.12;230;0;0;20;6.37;0;10000;0;0;0;8204;2021-09-28 23:00;24;983.8125
2021-09-30 00:00;9243.203125;8.42;6.14;1026;83;3.85;245;0;0;2;5.7;8.94;10000;0;0;0;7907;2021-09-29 23:00;1;1336.203125
2021-09-30 01:00;9111.069336;8.11;5.85;1026;84;3.6806;244;0;0;4;5.57;8.39;10000;0;0;0;7870;2021-09-29 23:00;2;1241.069336
2021-09-30 02:00;9126.318359;7.77985;5.57;1026;85;3.46;242;0;0;6;5.42;7.5401;10000;0;0;0;7929;2021-09-29 23:00;3;1197.318359
2021-09-30 03:00;9194.329102;7.49;5.27;1026;86;3.3603;235;0;0;8;5.3;6.93;10000;0;0;0;8286;2021-09-29 23:00;4;908.3291016
2021-09-30 04:00;9061.857422;7.19;5.04;1026;88;3.15;228;0;0;17;5.34;5.5;10000;0;0;0;8769;2021-09-29 23:00;5;292.8574219
2021-09-30 05:00;9024.050781;7.1101;4.97;1027;88;3.1;223;0;0;33;5.26;5.08;10000;0;0;0;10014;2021-09-29 23:00;6;989.9492188
2021-09-30 06:00;9036.198242;7.49;5.27;1027;87;3.3603;213;0;0;100;5.47;6.31;10000;0;0;0;10231;2021-09-29 23:00;7;1194.801758
2021-09-30 07:00;9130.821289;8.18;5.47;1027;89;4.63;210;0;0;0;6.4801;0;10000;0;0;0;10678;2021-09-29 23:00;8;1547.178711
2021-09-30 08:00;9217.994141;9.84;7.75;1028;85;4.12;220;0;0;0;7.44;0;10000;0;0;0;10548;2021-09-29 23:00;9;1330.005859
2021-09-30 09:00;9216.219727;11.86;11.14;1027;78;3.13;206;0;0;0;8.15;5.36;10000;0;0;0;10644;2021-09-29 23:00;10;1427.780273
2021-09-30 10:00;9125.026367;12.86;12.13;1026;74;0.45;201;0;0;0;8.35;1.34;10000;0;0;0;10573;2021-09-29 23:00;11;1447.973633
2021-09-30 11:00;9176.210938;13.4702;12.78;1027;73;0.45;242;0;0;0;8.73;1.34;10000;0;0;0;10293;2021-09-29 23:00;12;1116.789063
2021-09-30 12:00;8934.442383;13.9604;13.27;1027;71;0.45;347;0;0;0;8.79;1.34;10000;0;0;0;10274;2021-09-29 23:00;13;1339.557617
2021-09-30 13:00;9052.310547;14.36;13.7104;1025;71;4.63;220;0;0;40;9.18;0;10000;0;0;0;10260;2021-09-29 23:00;14;1207.689453
2021-09-30 14:00;9139.674805;15.1;14.4198;1025;67;0.89;138;0;0;40;9.03;4.02;10000;0;0;0;10066;2021-09-29 23:00;15;926.3251953
2021-09-30 15:00;9053.673828;14.7;13.95;1025;66;0.45;97;0;0;20;8.42;1.34;10000;0;0;0;10262;2021-09-29 23:00;16;1208.326172
2021-09-30 16:00;8981.884766;14.4702;13.7202;1024;67;0.45;332;0;0;0;8.42;1.34;10000;0;0;0;10573;2021-09-29 23:00;17;1591.115234
2021-09-30 17:00;9176.24707;13.63;12.9;1022;71;3.6;200;0;0;0;8.48;0;10000;0;0;0;10822;2021-09-29 23:00;18;1645.75293
2021-09-30 18:00;8931.867188;13.2104;12.47;1023;72;2.57;190;0;0;0;8.28;0;10000;0;0;0;10921;2021-09-29 23:00;19;1989.132813
2021-09-30 19:00;9067.882813;12.56;11.78;1023;73;0.45;88;0;0;0;7.8601;1.34;10000;0;0;0;10253;2021-09-29 23:00;20;1185.117188
2021-09-30 20:00;8977.952148;12.18;11.39;1023;74;4.63;190;0;0;0;7.69;0;10000;0;0;0;9666;2021-09-29 23:00;21;688.0478516
2021-09-30 21:00;8884.211914;11.76;10.95;1022;75;0.45;19;0;0;0;7.4801;1.34;10000;0;0;0;9373;2021-09-29 23:00;22;488.7880859
2021-09-30 22:00;8971.81543;11.41;10.62;1021;77;4.63;190;0;0;0;7.52985;0;10000;0;0;0;9491;2021-09-29 23:00;23;519.1845703
2021-09-30 23:00;9127.37793;11.78;10.95;1021;74;0.45;355;0;0;0;7.3;1.7898;10000;0;0;0;9070;2021-09-29 23:00;24;57.37792969
2021-10-01 00:00;9254.839844;11.51;10.18;1019;56;6.27;197;0;0;94;3.05;14.66;10000;0;0;0;8849;2021-09-30 23:00;1;405.8398438
2021-10-01 01:00;9131.273438;11.47;10.19;1019;58;6.34;199;0;0;97;3.5;15.24;10000;0;0;0;8733;2021-09-30 23:00;2;398.2734375
2021-10-01 02:00;9154.314453;11.46;10.23;1018;60;6.459;198;0;0;91;3.98;15.56;10000;0;0;0;8760;2021-09-30 23:00;3;394.3144531
2021-10-01 03:00;9229.179688;11.47;10.24;1018;60;6.6;197;0;0;92;3.9907;15.57;10000;0;0;0;8837;2021-09-30 23:00;4;392.1796875
2021-10-01 04:00;9101.367188;11.85;10.61;1017;58;7.07;195;0;0;91;3.86;15.8302;10000;0;0;0;9625;2021-09-30 23:00;5;523.6328125
2021-10-01 05:00;9067.393555;11.45;10.19;1017;59;7.22015;194;0;0;87;3.73;16.19;10000;0;0;0;10824;2021-09-30 23:00;6;1756.606445
2021-10-01 06:00;9082.573242;11.32;10.15;1017;63;7.26;195;0;0;97;4.54;16.38;10000;0;0;0;11265;2021-09-30 23:00;7;2182.426758
2021-10-01 07:00;9179.80957;12.26;11.47;1017;74;0.45;294;0;0;0;7.769;1.7898;10000;0;0;0;11416;2021-09-30 23:00;8;2236.19043
2021-10-01 08:00;9268.916016;13.18;12.51;1015;75;4.47;171;0;0;0;8.85;8.94;10000;0;0;0;11212;2021-09-30 23:00;9;1943.083984
2021-10-01 09:00;9268.091797;14.12;13.49;1015;73;4.47;171;0;0;0;9.36;8.94;10000;0;0;0;10346;2021-09-30 23:00;10;1077.908203
2021-10-01 10:00;9176.953125;15.38;14.8;1016;70;0.89;17;0;0;0;9.94;2.68;10000;0;0;0;10135;2021-09-30 23:00;11;958.046875
2021-10-01 11:00;9228.713867;16.38;15.88;1015;69;0.89;295;0;0;0;10.69;2.68;10000;0;0;0;10097;2021-09-30 23:00;12;868.2861328
2021-10-01 12:00;8985.685547;16.42;15.9198;1016;69;0.89;355;0;0;40;10.72;2.68;10000;0;0;0;10006;2021-09-30 23:00;13;1020.314453
2021-10-01 13:00;9104.154297;16.06;15.6;1015;72;0.89;117;0;0;75;11.02;1.7898;10000;0;0;0;9959;2021-09-30 23:00;14;854.8457031
2021-10-01 14:00;9191.87207;16.28;15.7896;1014;70;0.45;332;0;0;75;10.81;1.34;10000;0;0;0;9969;2021-09-30 23:00;15;777.1279297
2021-10-01 15:00;9105.206055;16.24;15.8;1013;72;6.17;190;0;0;75;11.19;0;10000;0;0;0;10239;2021-09-30 23:00;16;1133.793945
2021-10-01 16:00;9032.813477;15.49;15.0802;1014;76;0.45;126;0.25;0;75;11.28;2.24;10000;0;0;0;10339;2021-09-30 23:00;17;1306.186523
2021-10-01 17:00;9228.050781;14.41;14.1;1014;84;6.17;200;0.25;0;75;11.74;0;10000;0;0;0;10353;2021-09-30 23:00;18;1124.949219
2021-10-01 18:00;8982.110352;13.64;13.41;1014;90;4.63;220;1.52;0;75;12.03;0;10000;0;0;0;10496;2021-09-30 23:00;19;1513.889648
2021-10-01 19:00;9118.662109;13.41;13.2104;1014;92;3.6;210;1.78;0;75;12.14;0;8000;0;0;0;10100;2021-09-30 23:00;20;981.3378906
2021-10-01 20:00;9028.106445;13.1698;12.9702;1013;93;4.63;190;0.38;0;75;12.06;0;10000;0;0;0;9666;2021-09-30 23:00;21;637.8935547
2021-10-01 21:00;8933.760742;13.51;13.37;1014;94;2.57;230;0.51;0;75;12.56;0;10000;0;0;0;9473;2021-09-30 23:00;22;539.2392578
2021-10-01 22:00;9021.654297;13.36;13.23;1013;95;4.12;210;0.33;0;75;12.58;0;10000;0;0;0;8831;2021-09-30 23:00;23;190.6542969
2021-10-01 23:00;9177.96875;13.32;13.16;1013;94;4.12;210;0.24;0;75;12.38;0;10000;0;0;0;8341;2021-09-30 23:00;24;836.96875
2021-10-02 00:00;9448.025391;12.39;12.17;1013;95;4.7;213;2.61;0;23;11.61;9.79;10000;0;0;0;7889;2021-10-01 23:00;1;1559.025391
2021-10-02 01:00;9052.581055;11.79;11.53;1013;96;4.35;216;0;0;35;11.17;9.18;10000;0;0;0;7784;2021-10-01 23:00;2;1268.581055
2021-10-02 02:00;9240.675781;11.28;11;1013;97;4.07;214;0;0;33;10.82;8.41;10000;0;0;0;7680;2021-10-01 23:00;3;1560.675781
2021-10-02 03:00;9307.397461;10.88;10.56;1012;97;3.5205;212;0;0;52;10.42;7.3601;10000;0;0;0;7555;2021-10-01 23:00;4;1752.397461
2021-10-02 04:00;9263.917969;10.6;10.25;1012;97;3.46;204;0;0;64;10.14;7.5902;10000;0;0;0;7811;2021-10-01 23:00;5;1452.917969
2021-10-02 05:00;9251.663086;10.63;10.28;1012;97;3.39;195;0;0;71;10.17;7.3601;10000;0;0;0;8251;2021-10-01 23:00;6;1000.663086
2021-10-02 06:00;9051.691406;11.33;11.03;1011;96;4.36;186;0;0;100;10.72;8.55;10000;0;0;0;8677;2021-10-01 23:00;7;374.6914063
2021-10-02 07:00;9072.039063;12.19;11.95;1011;95;2.57;170;0;0;20;11.41;0;10000;0;0;0;8963;2021-10-01 23:00;8;109.0390625
2021-10-02 08:00;9224.742188;12.94;12.77;1010;95;3.6;180;0;0;0;12.16;0;10000;0;0;0;9327;2021-10-01 23:00;9;102.2578125
2021-10-02 09:00;9263.683594;14.2798;14.14;1011;91;4.12;170;0;0;20;12.8302;0;10000;0;0;0;9166;2021-10-01 23:00;10;97.68359375
2021-10-02 10:00;9201.538086;15.1698;14.9604;1010;85;0.89;281;0;0;75;12.67;3.13;10000;0;0;0;9599;2021-10-01 23:00;11;397.4619141
2021-10-02 11:00;9235.987305;15.85;15.61;1009;81;0.45;321;0;0;75;12.6;1.34;10000;0;0;0;9463;2021-10-01 23:00;12;227.0126953
2021-10-02 12:00;9050.974609;16.07;15.77;1007;78;4.63;200;0;0;40;12.24;0;10000;0;0;0;9079;2021-10-01 23:00;13;28.02539063
2021-10-02 13:00;9198.807617;16.53;16.09;1006;71;0.89;174;0;0;20;11.26;3.13;10000;0;0;0;9103;2021-10-01 23:00;14;95.80761719
2021-10-02 14:00;9299.149414;16.42;15.9702;1006;71;0.89;207;0;0;20;11.15;2.68;10000;0;0;0;8940;2021-10-01 23:00;15;359.1494141
2021-10-02 15:00;9248.901367;15.82;15.4198;1003;75;5.66;160;0;0;0;11.4;0;10000;0;0;0;9163;2021-10-01 23:00;16;85.90136719
2021-10-02 16:00;9158.486328;15.9702;15.69;1002;79;0.89;338;0.18;0;100;12.33;2.68;10000;0;0;0;9624;2021-10-01 23:00;17;465.5136719
2021-10-02 17:00;9087.106445;15.49;15.37;1000;87;0.45;18;1.27;0;20;13.34;4.47;10000;0;0;0;9460;2021-10-01 23:00;18;372.8935547
2021-10-02 18:00;9100.068359;15.23;15.13;999;89;1.34;287;0.76;0;20;13.43;5.36;10000;0;0;0;9333;2021-10-01 23:00;19;232.9316406
2021-10-02 19:00;9125.870117;15.56;15.5;997;89;1.34;333;0.51;0;40;13.76;7.15;8000;0;0;0;8866;2021-10-01 23:00;20;259.8701172
2021-10-02 20:00;9066.648438;16.23;16.23;996;89;1.34;53;0.25;0;40;14.4198;4.02;10000;0;0;0;8579;2021-10-01 23:00;21;487.6484375
2021-10-02 21:00;9038.313477;16.1;16.14;996;91;0.89;281;1.52;0;40;14.63;3.13;8000;0;0;0;8379;2021-10-01 23:00;22;659.3134766
2021-10-02 22:00;9310.744141;16.33;16.45;996;93;0.89;34;1.02;0;75;15.2;3.13;10000;0;0;0;7916;2021-10-01 23:00;23;1394.744141
2021-10-02 23:00;9111.693359;16.52;16.63;996;92;0.89;5;1.72;0;75;15.2202;3.13;10000;0;0;0;7381;2021-10-01 23:00;24;1730.693359
2021-10-03 00:00;9487.791992;16.52;16.66;996;93;0.45;88;0.51;0;75;15.38;3.13;10000;0;0;0;7281;2021-10-02 23:00;1;2206.791992
2021-10-03 01:00;9090.680664;16.68;16.83;995;93;0.89;100;0.76;0;75;15.54;4.47;10000;0;0;0;7117;2021-10-02 23:00;2;1973.680664
2021-10-03 02:00;8850.676758;16.58;16.72;994;93;8.23;190;1.82;0;75;15.44;0;7000;0;0;0;7208;2021-10-02 23:00;3;1642.676758
2021-10-03 03:00;8946.642578;15.39;15.44;995;94;7.72;210;5.08;0;75;14.43;13.89;4500;0;0;0;7211;2021-10-02 23:00;4;1735.642578
2021-10-03 04:00;8952.100586;14.83;14.82;995;94;2.57;0;6.1;0;75;13.87;0;4000;0;0;0;7564;2021-10-02 23:00;5;1388.100586
2021-10-03 05:00;8979.318359;14.14;14.09;994;95;1.54;320;2.64;0;75;13.35;0;6000;0;0;0;7819;2021-10-02 23:00;6;1160.318359
2021-10-03 06:00;8820.567383;13.48;13.36;994;95;2.06;340;2.22;0;75;12.7;0;5000;0;0;0;8017;2021-10-02 23:00;7;803.5673828
2021-10-03 07:00;9284.177734;12.29;12.06;995;95;4.63;320;2.41;0;75;11.51;0;7000;0;0;0;8539;2021-10-02 23:00;8;745.1777344
2021-10-03 08:00;8982.285156;12.06;11.83;996;96;1.54;310;4.23;0;75;11.44;0;6000;0;0;0;9123;2021-10-02 23:00;9;140.7148438
2021-10-03 09:00;9024.087891;12.42;12.2;996;95;0.51;0;4.21;0;75;11.64;0;8000;0;0;0;9447;2021-10-02 23:00;10;422.9121094
2021-10-03 10:00;8981.165039;12.66;12.49;996;96;0;0;2.07;0;75;12.04;0;8000;0;0;0;9928;2021-10-02 23:00;11;946.8349609
2021-10-03 11:00;9458.166992;12.89;12.72;997;95;0.51;0;0.47;0;75;12.11;0;9000;0;0;0;9702;2021-10-02 23:00;12;243.8330078
2021-10-03 12:00;8813.536133;12.2;11.96;999;95;6.17;300;0.68;0;75;11.42;0;4500;0;0;0;9258;2021-10-02 23:00;13;444.4638672
2021-10-03 13:00;9394.427734;11.67;11.35;1000;94;6.69;290;0.8;0;75;10.74;0;10000;0;0;0;8862;2021-10-02 23:00;14;532.4277344
2021-10-03 14:00;9465.970703;12.22;11.9;1002;92;4.12;270;0.58;0;75;10.96;0;10000;0;0;0;8748;2021-10-02 23:00;15;717.9707031
2021-10-03 15:00;9378.379883;12.35;12.02;1004;91;4.12;230;0;0;20;10.92;0;10000;0;0;0;8740;2021-10-02 23:00;16;638.3798828
2021-10-03 16:00;9256.650391;12.75;12.38;1005;88;4.63;220;0;0;20;10.81;0;10000;0;0;0;9090;2021-10-02 23:00;17;166.6503906
2021-10-03 17:00;9161.349609;12.23;11.86;1008;90;4.63;210;0;0;0;10.64;0;10000;0;0;0;9281;2021-10-02 23:00;18;119.6503906
2021-10-03 18:00;9156.933594;12.05;11.69;1009;91;5.14;200;0;0;0;10.63;0;10000;0;0;0;9520;2021-10-02 23:00;19;363.0664063
2021-10-03 19:00;9170.386719;12.03;11.64;1010;90;5.14;200;0;0;0;10.44;0;10000;0;0;0;9161;2021-10-02 23:00;20;9.38671875
2021-10-03 20:00;9102.272461;12.19;11.79;1011;89;5.66;200;0;0;0;10.43;0;10000;0;0;0;8723;2021-10-02 23:00;21;379.2724609
2021-10-03 21:00;9068.299805;12.16;11.7;1012;87;5.14;200;0;0;0;10.06;0;10000;0;0;0;8584;2021-10-02 23:00;22;484.2998047
2021-10-03 22:00;9338.693359;12.06;11.59;1012;87;4.63;200;0;0;0;9.96;0;10000;0;0;0;8037;2021-10-02 23:00;23;1301.693359
2021-10-03 23:00;9137.216797;11.93;11.4;1013;85;0.45;298;0;0;0;9.49;2.24;10000;0;0;0;7648;2021-10-02 23:00;24;1489.216797
2021-10-04 00:00;9517.522461;11.57;10.87;1012;80;6.34;209;0;0;100;8.24;14.75;10000;0;0;0;7449;2021-10-03 23:00;1;2068.522461
2021-10-04 01:00;9119.135742;11.69;11;1012;80;5.97;213;0;0;100;8.36;14.15;10000;0;0;0;7249;2021-10-03 23:00;2;1870.135742
2021-10-04 02:00;9309.635742;11.37;10.68;1012;81;5.42;216;0;0;100;8.23;13.54;10000;0;0;0;7360;2021-10-03 23:00;3;1949.635742
2021-10-04 03:00;9378.032227;11.03;10.38;1013;84;5.09;212;0;0;100;8.43;12.8;10000;0;0;0;7827;2021-10-03 23:00;4;1551.032227
2021-10-04 04:00;9335.446289;10.73;10.08;1013;85;4.52;201;0;0;100;8.31;11.58;10000;0;0;0;8625;2021-10-03 23:00;5;710.4462891
2021-10-04 05:00;9324.366211;10.67;10.01;1013;85;4.97;200;0;0;100;8.26;11.99;10000;0;0;0;9732;2021-10-03 23:00;6;407.6337891
2021-10-04 06:00;9123.953125;10.26;9.56;1014;85;5.46;191;0;0;93;7.85;12.28;10000;0;0;0;10056;2021-10-03 23:00;7;932.046875
2021-10-04 07:00;9145.592773;10.68;10.15;1015;90;0.45;154;0;0;0;9.11;2.24;10000;0;0;0;10260;2021-10-03 23:00;8;1114.407227
2021-10-04 08:00;9299.68457;12.35;11.89;1016;86;0.45;0;0;0;0;10.08;2.68;10000;0;0;0;10160;2021-10-03 23:00;9;860.3154297
2021-10-04 09:00;9340.87207;14.3;13.9;1016;81;0.89;123;0;0;20;11.09;3.13;10000;0;0;0;9879;2021-10-03 23:00;10;538.1279297
2021-10-04 10:00;9278.964844;15.6;15.2;1016;76;0.89;252;0;0;20;11.39;2.68;10000;0;0;0;9880;2021-10-03 23:00;11;601.0351563
2021-10-04 11:00;9314.349609;16.12;15.72;1015;74;6.69;190;0;0;20;11.49;11.83;10000;0;0;0;9604;2021-10-03 23:00;12;289.6503906
2021-10-04 12:00;9128.276367;17.01;16.54;1016;68;0.89;355;0;0;40;11.07;2.68;10000;0;0;0;9458;2021-10-03 23:00;13;329.7236328
2021-10-04 13:00;9277.817383;17.59;17.1;1016;65;0.89;355;0;0;40;10.94;4.92;10000;0;0;0;9459;2021-10-03 23:00;14;181.1826172
2021-10-04 14:00;9379.389648;17.76;17.26;1016;64;0.89;276;0;0;20;10.87;2.24;10000;0;0;0;9492;2021-10-03 23:00;15;112.6103516
2021-10-04 15:00;9329;16.86;16.32;1015;66;0.45;190;0;0;20;10.48;1.79;10000;0;0;0;9646;2021-10-03 23:00;16;317
2021-10-04 16:00;9238.03125;16.35;15.84;1015;69;0.45;104;0;0;20;10.66;1.34;10000;0;0;0;10082;2021-10-03 23:00;17;843.96875
2021-10-04 17:00;9166.220703;15.34;14.86;1015;74;3.6;180;0;0;20;10.74;0;10000;0;0;0;10337;2021-10-03 23:00;18;1170.779297
2021-10-04 18:00;9179.442383;13.98;13.44;1015;77;0.45;156;0;0;0;10.02;1.34;10000;0;0;0;10526;2021-10-03 23:00;19;1346.557617
2021-10-04 19:00;9205.584961;13.06;12.56;1014;82;4.12;160;0;0;0;10.06;0;10000;0;0;0;9832;2021-10-03 23:00;20;626.4150391
2021-10-04 20:00;9145.936523;12.84;12.37;1014;84;4.63;170;0;0;0;10.21;0;10000;0;0;0;9363;2021-10-03 23:00;21;217.0634766
2021-10-04 21:00;9117.425781;12.72;12.24;1013;84;5.14;170;0;0;0;10.09;0;10000;0;0;0;9147;2021-10-03 23:00;22;29.57421875
2021-10-04 22:00;9392.298828;12.49;11.94;1013;82;5.66;170;0;0;0;9.5;0;10000;0;0;0;8418;2021-10-03 23:00;23;974.2988281
2021-10-04 23:00;9191.542969;12.55;11.95;1013;80;0.89;153;0;0;0;9.2;2.68;10000;0;0;0;8104;2021-10-03 23:00;24;1087.542969
2021-10-05 00:00;9389.416016;13.75;12.93;1012;67;6.42;176;0;0;100;7.74;13.64;10000;0;0;0;7825;2021-10-04 23:00;1;1564.416016
2021-10-05 01:00;9264;13.82;13.01;1010;67;6.5;172;0;0;100;7.81;13.49;10000;0;0;0;7610;2021-10-04 23:00;2;1654
2021-10-05 02:00;9287.333984;13.42;12.62;1009;69;6.74;172;0;0;90;7.85;14.41;10000;0;0;0;7654;2021-10-04 23:00;3;1633.333984
2021-10-05 03:00;9363.249023;13.53;12.74;1008;69;7.35;170;0;0;92;7.96;14.75;10000;0;0;0;7926;2021-10-04 23:00;4;1437.249023
2021-10-05 04:00;9233.548828;13.56;12.8;1008;70;7.21;175;0;0;94;8.2;14.63;10000;0;0;0;8779;2021-10-04 23:00;5;454.5488281
2021-10-05 05:00;9199.055664;13.28;12.57;1007;73;7.26;174;0;0;93;8.55;14.6;10000;0;0;0;9879;2021-10-04 23:00;6;679.9443359
2021-10-05 06:00;9214.436523;12.3;11.62;1006;78;7.15;175;0;0;2;8.58;15.92;10000;0;0;0;10163;2021-10-04 23:00;7;948.5634766
2021-10-05 07:00;9313.067383;12.23;11.78;1006;87;0.45;157;0;0;0;10.13;3.13;10000;0;0;0;10378;2021-10-04 23:00;8;1064.932617
2021-10-05 08:00;9403.453125;13.84;13.45;1005;83;0.89;26;0;0;20;11.01;2.24;10000;0;0;0;10372;2021-10-04 23:00;9;968.546875
2021-10-05 09:00;9402.607422;14.82;14.45;1004;80;0.89;346;0;0;20;11.41;3.13;10000;0;0;0;10286;2021-10-04 23:00;10;883.3925781
2021-10-05 10:00;9310.154297;14.81;14.44;1004;80;0.89;130;0.25;0;20;11.4;2.68;10000;0;0;0;10417;2021-10-04 23:00;11;1106.845703
2021-10-05 11:00;9362.641602;13.57;13.31;1004;89;0.89;186;2.54;0;75;11.79;2.68;9000;0;0;0;10141;2021-10-04 23:00;12;778.3583984
2021-10-05 12:00;9116.080078;13.4;13.17;1003;91;0.45;50;2.03;0;75;11.96;4.02;10000;0;0;0;10341;2021-10-04 23:00;13;1224.919922
2021-10-05 13:00;9236.266602;13.65;13.47;1003;92;6.17;220;0.25;0;75;12.38;0;10000;0;0;0;9995;2021-10-04 23:00;14;758.7333984
2021-10-05 14:00;9325.253906;14.71;14.48;1004;86;5.14;230;0;0;20;12.39;0;10000;0;0;0;9986;2021-10-04 23:00;15;660.7460938
2021-10-05 15:00;9237.330078;14.83;14.43;1004;79;0.45;355;0;0;40;11.23;1.34;10000;0;0;0;9917;2021-10-04 23:00;16;679.6699219
2021-10-05 16:00;9163.885742;14.31;13.81;1005;77;0.45;65;0;0;20;10.34;1.34;10000;0;0;0;10327;2021-10-04 23:00;17;1163.114258
2021-10-05 17:00;9361.954102;13.29;12.79;1006;81;0.45;16;0;0;20;10.1;1.34;10000;0;0;0;10620;2021-10-04 23:00;18;1258.045898
2021-10-05 18:00;9112.446289;12.53;12.06;1007;85;0.45;320;0;0;20;10.08;1.34;10000;0;0;0;10555;2021-10-04 23:00;19;1442.553711
2021-10-05 19:00;9251.016602;12.48;11.98;1008;84;0.45;31;0.26;0;40;9.85;1.34;10000;0;0;0;10038;2021-10-04 23:00;20;786.9833984
2021-10-05 20:00;9159.105469;12.01;11.51;1009;86;6.69;240;0.18;0;75;9.74;0;8000;0;0;0;9336;2021-10-04 23:00;21;176.8945313
2021-10-05 21:00;9063.389648;11.6;11.06;1009;86;0.45;292;0;0;0;9.34;1.34;10000;0;0;0;9350;2021-10-04 23:00;22;286.6103516
2021-10-05 22:00;9152.561523;10.76;10.16;1008;87;5.66;210;0;0;0;8.69;0;10000;0;0;0;8547;2021-10-04 23:00;23;605.5615234
2021-10-05 23:00;9311.145508;10.9;10.34;1010;88;0.45;85;0;0;0;8.99;1.79;10000;0;0;0;8182;2021-10-04 23:00;24;1129.145508
2021-10-06 00:00;9196.391602;10.33;9.74;1010;89;7.23;234;0.49;0;34;8.6;14.1;10000;0;0;0;7801;2021-10-05 23:00;1;1395.391602
2021-10-06 01:00;9397.570313;10.16;9.56;1010;89;7.44;233;0;0;52;8.43;14.37;10000;0;0;0;7642;2021-10-05 23:00;2;1755.570313
2021-10-06 02:00;9279.665039;10.19;9.56;1011;88;7.63;239;0;0;70;8.29;14.19;10000;0;0;0;7778;2021-10-05 23:00;3;1501.665039
